ID	GENERO	RENTA	EDAD	NIV_EDUC	E_CIVIL	COD_OFI	COD_COM	CIUDAD	Crédito_1	Crédito_2	Crédito_3	Crédito_4	Monto solicitado	Días de Mora	Monto Deuda Promedio	Número de meses inactivo	numero de cuotas	Aval	PAGA
1832	M       	700000	59	TEC     	SOL     	90	67	VINA DEL MAR    	0	1500000	0	0	0	0	8	0	13	NO	NO PAGA
1833	M       	1200000	36	TEC     	CAS     	64	314	COYHAIQUE       	0	825000	0	53743	1857	0	12755	2	42	NO	NO PAGA
1834	M       	501000	48	UNV     	CAS     	90	84	SANTIAGO        	0	500000	0	250000	243	0	255	1	16	NO	PAGA
1835	F       	50000	54	MED     	SOL     	90	87	SANTIAGO        	0	588500	0	0	0	0	2481	0	80	SI	NO PAGA
1836	F       	900000	49	MED     	CAS     	44	213	LOS ANGELES     	1886971	0	0	0	1996	0	0	1	26	SI	NO PAGA
1837	M       	770000	48	UNV     	CAS     	138	1	ARICA           	0	1467706	0	1337348	302	0	553	1	24	NO	PAGA
1838	M       	460000	45	UNV     	SOL     	31	119	SANTIAGO        	0	565974	0	18385	389	0	362	1	13	NO	PAGA
1839	F       	980000	51	UNV     	CAS     	138	1	ARICA           	0	489879	0	0	279	3	0	1	45	NO	PAGA
1840	M       	1898000	40	TEC     	CAS     	27	226	CONCEPCION      	4026312	0	0	370468	5598	7	378	2	58	SI	PAGA
1841	M       	1400000	46	MED     	CAS     	31	119	SANTIAGO        	0	0	18842526	0	1132	0	30337	2	59	NO	PAGA
1842	F       	807000	44	MED     	CAS     	31	119	SANTIAGO        	0	31676	3030482	500000	728	0	4047	1	34	NO	PAGA
1843	M       	443000	50	TEC     	SOL     	138	1	ARICA           	0	0	0	170649	91	3	0	1	17	NO	PAGA
1844	M       	448000	64	TEC     	SOL     	21	16	ANTOFAGASTA     	0	400000	0	0	1225	0	0	1	6	NO	NO PAGA
1845	M       	3300000	52	UNV     	SOL     	25	88	SANTIAGO        	1436969	0	0	1500000	2830	42	4058	2	80	NO	PAGA
1846	F       	1500000	41	MED     	SOL     	138	80	SANTIAGO        	0	2372	0	1289088	4011	0	2507	3	35	NO	NO PAGA
1847		450000	27	UNV     	SOL     	60	291	PUERTO MONTT    	0	95	0	300000	303	0	291	1	15	NO	NO PAGA
1848	M       	450000	52	UNV     	CAS     	27	226	CONCEPCION      	0	28427	3746797	247672	32	0	4160	1	18	NO	PAGA
1849	M       	985000	53	TEC     	SEP     	27	226	CONCEPCION      	0	540471	0	0	427	31	14695	1	44	NO	PAGA
1850	M       	2000000	47	UNV     	SOL     	49	110	SANTIAGO        	416504	0	0	0	828	0	1022	1	80	NO	PAGA
1851	F       	80000	56	TEC     	SOL     	0	66	VALPARAISO      	0	600000	0	0	0	12	2193	0	13	SI	NO PAGA
1852	M       	1000000	53	UNV     	CAS     	31	119	SANTIAGO        	609457	351911	0	700000	4030	0	934	3	10	SI	PAGA
1853	M       	650000	38	UNV     	CAS     	88	67	VINA DEL MAR    	0	102130	0	100000	845	0	14381	3	18	SI	NO PAGA
1854	M       	65000	44	UNV     	CAS     	55	90	SANTIAGO        	0	780000	0	0	2	0	0	1	21	NO	PAGA
1855	M       	2000000	48	UNV     	CAS     	138	1	ARICA           	4575186	6286	0	1000000	5187	0	1021	1	69	SI	PAGA
1856	F       	778000	48	UNV     	SEP     	138	1	ARICA           	0	9572	0	1000000	104	0	2419	1	38	NO	PAGA
1857	M       	750000	41	TEC     	SOL     	138	1	ARICA           	0	459827	0	0	322	3	0	1	33	NO	PAGA
1858	M       	50000	41	MED     	CAS     	55	90	SANTIAGO        	0	724890	0	0	1813	0	2	2	22	NO	PAGA
1859	M       	6400000	42	UNV     	CAS     	55	90	SANTIAGO        	907235	0	0	0	977	11	0	1	10	NO	PAGA
1860	M       	52200	45	MED     	SEP     	63	93	SANTIAGO        	798153	0	0	28103	898	0	28	1	18	NO	PAGA
1861	F       	672000	50	TEC     	CAS     	95	316	AYSEN           	0	250000	0	0	868	0	0	1	19	NO	NO PAGA
1862	M       	5350000	41	UNV     	CAS     	55	90	SANTIAGO        	0	778308	0	0	161	16	0	1	80	NO	PAGA
1863	F       	77000	40	TEC     	SOL     	90	80	SANTIAGO        	0	300000	0	0	512	0	11	1	20	SI	NO PAGA
1864	M       	901000	50	TEC     	CAS     	138	1	ARICA           	0	600000	0	26990	95	0	0	1	40	NO	PAGA
1865	F       	700000	40	UNV     	CAS     	12	13	CALAMA          	0	368003	0	483037	1058	17	1400	2	18	NO	NO PAGA
1866	M       	800000	46	MED     	CAS     	90	93	SANTIAGO        	0	268739	0	89007	1803	0	39	2	22	NO	PAGA
1867	F       	900000	42	TEC     	CAS     	61	284	OSORNO          	0	1087088	0	1000000	204	0	0	1	35	NO	NO PAGA
1868	M       	600000	40	UNV     	CAS     	138	1	ARICA           	0	271097	0	0	454	0	0	1	20	NO	PAGA
1869	F       	580000	48	MED     	CAS     	79	89	SANTIAGO        	565133	198916	0	0	993	0	0	1	14	NO	PAGA
1870	M       	742000	44	MED     	CAS     	84	105	SANTIAGO        	0	11701	0	251861	589	3	394	2	32	NO	PAGA
1871	F       	50000	50	MED     	SOL     	56	131	RANCAGUA        	0	457880	0	0	211	0	0	1	41	SI	NO PAGA
1872	F       	485000	29	TEC     	CAS     	74	253	TEMUCO          	0	48000	0	99041	261	0	162	1	17	NO	NO PAGA
1873	F       	4550000	34	TEC     	SOL     	90	16	ANTOFAGASTA     	0	799998	0	0	283	45	8	1	80	NO	NO PAGA
1874	M       	45000	55	MED     	CAS     	55	90	SANTIAGO        	0	800000	0	2789243	4821	0	21770	1	50	NO	PAGA
1875	F       	503000	62	TEC     	CAS     	56	131	RANCAGUA        	0	900000	0	0	1003	4	0	1	11	NO	NO PAGA
1876	F       	66400	46	MED     	SOL     	40	67	VINA DEL MAR    	0	306473	0	552752	1643	46	969	1	8	SI	NO PAGA
1877	F       	5480000	35	TEC     	SEP     	102	91	SANTIAGO        	0	500000	0	0	114	0	0	1	20	NO	NO PAGA
1878	F       	59000	49	MED     	VIU     	16	89	SANTIAGO        	0	0	0	0	83	0	0	1	75	SI	NO PAGA
1879	F       	72500	54	MED     	SOL     	122	101	SANTIAGO        	0	129250	0	0	1381	1	0	1	6	SI	NO PAGA
1880	M       	483000	29	EUN     	SOL     	60	287	PUERTO OCTAY    	0	250000	0	250000	0	0	233	0	17	NO	NO PAGA
1881	F       	700000	45	UNV     	SOL     	85	87	SANTIAGO        	0	439591	0	500000	48	0	509	1	24	NO	PAGA
1882	M       	8230000	39	UNV     	CAS     	55	90	SANTIAGO        	0	0	0	0	210	0	0	1	18	NO	PAGA
1883	M       	700000	60	MED     	SOL     	108	99	SANTIAGO        	0	812080	0	0	94	0	0	1	20	NO	NO PAGA
1884	F       	8600000	29	TEC     	SOL     	13	16	ANTOFAGASTA     	0	620629	0	708876	2163	0	1328	1	34	NO	NO PAGA
1885	F       	88100	43	MED     	SOL     	71	326	PUNTA ARENAS    	3718061	145933	0	2045350	4284	0	2485	1	71	SI	NO PAGA
1886	F       	81500	60	TEC     	SOL     	15	67	VINA DEL MAR    	0	2800000	12056965	0	0	87	45487	0	80	SI	NO PAGA
1887	M       	1350000	43	TEC     	SEP     	27	226	CONCEPCION      	0	950000	0	885181	544	0	587	1	58	NO	PAGA
1888	M       	1024000	47	UNV     	SOL     	138	1	ARICA           	0	6311	0	1102797	1465	20	472	2	37	NO	PAGA
1889	M       	69500	45	MED     	CAS     	41	93	SANTIAGO        	0	338008	0	0	11	0	0	1	35	NO	PAGA
1890	M       	1193000	28	UNV     	CAS     	27	226	CONCEPCION      	0	500000	0	23441	0	0	206	1	55	NO	PAGA
1891	M       	5000000	40	UNV     	CAS     	55	90	SANTIAGO        	0	500000	0	500000	8	0	509	1	24	NO	PAGA
1892	F       	694000	25	TEC     	CAS     	16	93	SANTIAGO        	0	247969	0	0	116	0	0	1	26	SI	PAGA
1893	M       	500000	37	UNV     	SOL     	27	227	TALCAHUANO      	0	493628	0	0	6	15	0	1	16	NO	NO PAGA
1894	M       	450000	37	TEC     	CAS     	47	66	VALPARAISO      	0	250000	0	0	957	0	0	1	9	NO	NO PAGA
1895	F       	6280000	37	TEC     	VIU     	84	115	SANTIAGO        	0	843397	0	418642	2294	0	365	1	6	NO	NO PAGA
1896	F       	670000	41	UNV     	SOL     	138	1	ARICA           	0	16352	0	899587	1454	0	846	2	13	NO	PAGA
1897	M       	540000	53	TEC     	SOL     	27	226	CONCEPCION      	0	297010	0	0	223	0	0	1	19	NO	PAGA
1898	M       	990000	38	TEC     	CAS     	13	16	ANTOFAGASTA     	1348167	799999	0	0	4232	30	4	3	8	NO	NO PAGA
1899	F       	700000	51	BAS     	CAS     	90	88	SANTIAGO        	0	1000000		500000	2305	0	3873	2	5	NO	NO PAGA
1900	M       	9100000	42	UNV     	CAS     	19	92	SANTIAGO        	0	0	0	0	1676	23	715	1	39	NO	PAGA
1901	M       	1197000	39	UNV     	CAS     	55	226	CONCEPCION      	0	250000	0	1182	3541	22	263	1	25	NO	NO PAGA
1902	F       	1490000	55	TEC     	CAS     	40	67	VINA DEL MAR    	0	2200000	0	0	102	0	0	1	53	NO	NO PAGA
1903	F       	5500000	41	TEC     	VIU     	13	16	ANTOFAGASTA     	0	1317443	0	632337	2229	5	869	1	34	SI	NO PAGA
1904	F       	743000	32	TEC     	CAS     	88	61	LA CALERA       	0	239387	0	500000	1781	0	920	3	20	NO	NO PAGA
1905	M       	1930000	51	UNV     	CAS     	138	1	ARICA           	0	560484	12117653	0	0	28	15607	1	80	SI	PAGA
1906	M       	7500000	43	UNV     	CAS     	55	90	SANTIAGO        	0	250000	0	0	0	0	347	1	16	NO	PAGA
1907	M       	5000000	43	UNV     	CAS     	55	90		0	350738	0	901872	0	0	331	1	34	NO	PAGA
1908	M       	3223000	52	UNV     	CAS     	31	119	SANTIAGO        	0	1100000	0	2969577	5135	33	23823	3	80	NO	PAGA
1909	M       	680000	52	MED     	CAS     	39	87	SANTIAGO        	0	0	0	1500000	0	0	1522	1	28	NO	PAGA
1910	F       	500000	49	UNV     	CAS     	76	104	SANTIAGO        	0	7239	0	103813	262	0	106	1	18	SI	PAGA
1911	M       	7530000	43	BAS     	SEP     	107	90	SANTIAGO        	0	399324	0	78038	27	0	2051	1	57	NO	PAGA
1912	M       	1880000	43	TEC     	CAS     	17	90	SANTIAGO        	0	158834	0	3000000	5396	0	10486	3	59	NO	PAGA
1913	M       	900000	49	UNV     	CAS     	31	119	SANTIAGO        	853773	520000	0	322558	1845	0	572	1	27	NO	PAGA
1914	F       	619000	30	UNV     	CAS     	33	27	HUASCO          	0	836920	0	0	7	0	0	1	17	NO	NO PAGA
1915	F       	78000	40	TEC     	SOL     	139	86	SANTIAGO        	0	650290	0	100000	132	0	102	1	41	SI	NO PAGA
1916	F       	8000000	41	TEC     	VIU     	82	85	SANTIAGO        	0	0	0	0	3	0	26085	1	50	NO	NO PAGA
1917	M       	2000000	48	UNV     	CAS     	31	119	SANTIAGO        	4575186	6286	0	1000000	5187	0	1021	1	69	SI	PAGA
1918	F       	700000	40	TEC     	CAS     	12	13	CALAMA          	0	368003	0	483037	1058	17	1400	2	18	NO	NO PAGA
1919	F       	7830000	31	TEC     	CAS     	14	22	COPIAPO         	412955	745373	0	0	496	0	0	1	39	NO	NO PAGA
1920	F       	4900000	55	MED     	CAS     	12	13	CALAMA          	0	536831	0	50000000	1672	27	262321	2	80	NO	NO PAGA
1921	M       	850000	45	UNV     	CAS     	138	1	ARICA           	409101	850000	0	753682	505	0	1446	1	30	NO	PAGA
1922	F       	5730000	33	TEC     	VIU     	84	100	SANTIAGO        	0	5132	0	66451	119	0	39	1	21	NO	NO PAGA
1923	M       	460000	26	UNV     	CAS     	27	226	CONCEPCION      	0	65899	0	250000	125	0	256	1	18	NO	PAGA
1924	F       	6000000	40	TEC     	SOL     	80	105	SANTIAGO        	0	0	0	0	0	0	0	0	18	NO	NO PAGA
1925	M       	1850000	55	UNV     	SEP     	155	88	SANTIAGO        	0	2232903	0	0	277	43	20001	1	80	NO	PAGA
1926	M       	773000	54	TEC     	CAS     	27	226	CONCEPCION      	0	800000	0	0	0	34	50	1	31	NO	PAGA
1927	F       	62300	60	TEC     	VIU     	90	80	SANTIAGO        	0	836730	0	0	5496	8	1527	1	12	SI	NO PAGA
1928	M       	1326000	51	MED     	SOL     	144	101	SANTIAGO        	0	28917	0	507536	1980	0	1417	3	47	NO	PAGA
1929	M       	79100	52	UNV     	CAS     	84	99	SANTIAGO        	0	1000000	0	1000000	0	0	1018	1	29	SI	PAGA
1930	F       	69000	49	MED     	SOL     	49	84	SANTIAGO        	0	500000	10526016	1845000	0	0	11893	0	40	SI	NO PAGA
1931	M       	600000	32	MED     	CAS     	75	186	PARRAL          	0	0	0	0	0	0	748	0	24	NO	NO PAGA
1932	M       	1500000	33	TEC     	CAS     	83	105	SANTIAGO        	0	800000	0	421656	2593	24	3464	2	50	NO	NO PAGA
1933	F       	6390000	30	TEC     	SOL     	106	284	OSORNO          	0	800000	0	0	0	21	0	0	18	NO	NO PAGA
1934	F       	700000	51	MED     	CAS     	90	88	SANTIAGO        	0	1000000	0	500000	2305	0	3873	2	5	NO	NO PAGA
1935	M       	485000	53	MED     	CAS     	50	86	SANTIAGO        	0	506519	0	392401	259	0	332	1	15	NO	PAGA
1936	M       	602000	49	UNV     	SEP     	53	80	SANTIAGO        	778619	233511	0	0	970	0	71	2	14	SI	PAGA
1937	F       	618000	45	MED     	CAS     	108	100	SANTIAGO        	1527219	161055	0	0	1798	0	0	1	7	NO	NO PAGA
1938	M       	7300000	40	UNV     	CAS     	55	90	SANTIAGO        	1909621	14806	0	511062	2726	0	507	1	43	NO	PAGA
1939	F       	1550000	51	UNV     	CAS     	60	291	PUERTO MONTT    	0	239434	0	0	958	3	0	2	80	NO	NO PAGA
1940	M       	760000	45	MED     	CAS     	90	106	SANTIAGO        	810728	283738	0	0	2467	0	0	2	14	NO	PAGA
1941	F       	45000	43	TEC     	SOL     	66	253	TEMUCO          	269011	2961732	0	0	121	9	23057	1	80	SI	NO PAGA
1942	F       	558000	49	UNV     	CAS     	138	1	ARICA           	0	12309	0	300000	276	0	306	1	20	NO	PAGA
1943	M       	698000	46	UNV     	SOL     	35	106	SANTIAGO        	0	500000	0	0	0	0	1197	1	23	NO	PAGA
1944	M       	860000	45	UNV     	CAS     	31	119	SANTIAGO        	0	58926	0	500000	501	0	3831	1	38	NO	PAGA
1945	F       	80000	32	MED     	SOL     	125	89	SANTIAGO        	0	1823977	0	0	0	17	0	0	52	SI	NO PAGA
1946	F       	5230000	35	TEC     	VIU     	90	5	IQUIQUE         	0	800000	0	355170	13	29	351	1	66	NO	NO PAGA
1947	M       	650000	36	MED     	SOL     	72	504	EL SALVADOR     	673657	553964	0	0	863	0	0	1	14	SI	NO PAGA
1948	F       	2736000	54	TEC     	CAS     	85	88	SANTIAGO        	0	0	0	0	264	10	401	1	80	NO	NO PAGA
1949	M       	1600000	41	UNV     	SOL     	82	90	SANTIAGO        	1552266	550000	0	0	1673	0	801	2	75	NO	NO PAGA
1950	M       	710000	36	UNV     	CAS     	63	301	ANCUD           	0	449860	0	89985	1283	0	0	1	16	NO	NO PAGA
1951	F       	832000	38	MED     	CAS     	51	88	SANTIAGO        	0	200397	0	0	468	30	0	1	37	NO	NO PAGA
1952	M       	904000	37	UNV     	SOL     	116	131	RANCAGUA        	0	38956	0	299039	2933	0	519	2	16	NO	NO PAGA
1953	M       	940000	38	TEC     	SEP     	29	93	SANTIAGO        	0	1804033	0	0	0	1	0	0	29	NO	NO PAGA
1954	M       	1348000	38	MED     	CAS     	69	55	SANTA MARIA     	0	2235924	0	0	0	32	4756	0	46	NO	NO PAGA
1955	F       	96000	41	MED     	SOL     	16	85	SANTIAGO        	0	262295	0	250000	473	0	256	1	18	SI	NO PAGA
1956	M       	43500	43	MED     	CAS     	90	81	SANTIAGO        	0	16319	0	250000	899	0	255	3	80	NO	PAGA
1957	M       	828000	30	TEC     	SOL     	27	226	CONCEPCION      	0	800000	0	0	2664	0	0	1	15	NO	PAGA
1958	F       	5000000	36	TEC     	VIU     	13	16	ANTOFAGASTA     	0	325000	0	0	146	15	373	1	16	NO	NO PAGA
1959	F       	797000	60	MED     	CAS     	149	108	SANTIAGO        	0	300000	0	181933	0	0	186	0	37	NO	NO PAGA
1960	M       	5800000	42	MED     	CAS     	55	90	SANTIAGO        	1956306	24594	0	2000000	3547	29	1924	2	80	NO	PAGA
1961	M       	80000	50	UNV     	CAS     	30	101	SANTIAGO        	0	279201	469124	0	22	0	932	1	70	NO	PAGA
1962	F       	900000	46	UNV     	SEP     	138	1	ARICA           	0	356443	0	0	131	41	0	1	42	NO	PAGA
1963	M       	77000	44	UNV     	CAS     	55	90	SANTIAGO        	1485877	294165	5390995	3852980	1587	0	34504	1	46	NO	PAGA
1964	F       	7500000	28	EUN     	SOL     	102	88	SANTIAGO        	0	1833055	0	0	367	0	0	1	24	NO	NO PAGA
1965	M       	600000	38	TEC     	CAS     	30	100	SANTIAGO        	0	500000	728204	0	7	8	872	1	19	NO	NO PAGA
1966	M       	2210000	47	UNV     	VIU     	138	1	ARICA           	0	1937257	0	1416067	5497	0	21772	3	78	NO	PAGA
1967	F       	8700000	31	TEC     	CAS     	66	253	TEMUCO          	0	1100000	0	0	0	0	0	0	13	NO	NO PAGA
1968	M       	1500000	52	MED     	SOL     	27	226	CONCEPCION      	0	976444	0	0	13	10	25323	1	66	NO	PAGA
1969	M       	800000	48	MED     	CAS     	138	1	ARICA           	0	100256	0	210389	224	0	8454	1	38	SI	PAGA
1970	M       	3002000	54	UNV     	CAS     	57	105	SANTIAGO        	0	1250000	0	4200	166	0	4	1	80	NO	PAGA
1971	M       	1080000	41	UNV     	CAS     	102	90	SANTIAGO        	0	845000	0	0	257	24	3999	1	46	NO	NO PAGA
1972	M       	4450000	40	UNV     	CAS     	55	90	SANTIAGO        	0	241326	0	4000000	6159	0	43186	3	47	SI	PAGA
1973	F       	700000	48	TEC     	CAS     	60	291	PUERTO MONTT    	0	300000	0	0	0	12	0	0	25	NO	NO PAGA
1974	M       	1400000	37	TEC     	CAS     	124	253	TEMUCO          	599239	800000	0	0	770	25	3474	1	57	NO	NO PAGA
1975	M       	440000	55	TEC     	SOL     	84	85	SANTIAGO        	0	5262	0	164158	242	0	0	1	16	NO	PAGA
1976	M       	1044000	55	TEC     	CAS     	120	116	SANTIAGO        	1438520	232488	0	187326	1672	0	224	1	36	NO	PAGA
1977	M       	800000	32	UNV     	SEP     	78	182	LINARES         	0	498967	0	0	74	0	0	1	36	NO	NO PAGA
1978	F       	6300000	38	TEC     	SOL     	64	314	COYHAIQUE       	0	1269459	0	112267	1243	0	0	1	80	NO	NO PAGA
1979	F       	3000000	45	MED     	CAS     	102	90	SANTIAGO        	0	321321	0	0	335	0	30797	3	80	NO	NO PAGA
1980	F       	60000	48	MED     	SOL     	93	90	SANTIAGO        	0	0	0	0	3079	0	0	1	80	SI	NO PAGA
1981	M       	458000	30	TEC     	SEP     	122	98	SANTIAGO        	0	277060	0	249353	486	10	255	1	14	NO	NO PAGA
1982	M       	454000	27	UNV     	CAS     	151	227	TALCAHUANO      	0	250000	0	250000	0	10	203	0	16	NO	NO PAGA
1983	F       	5000000	36	TEC     	VIU     	86	49	LOS ANDES       	0	392315	0	949141	2320	29	11176	1	22	NO	NO PAGA
1984	F       	500000	48	TEC     	SOL     	21	502	CHUQUICAMATA    	0	0	0	80488	0	0	100	0	20	NO	NO PAGA
1985	M       	700000	33	TEC     	CAS     	12	13	CALAMA          	1008411	500000	0	0	1486	6	0	2	13	NO	NO PAGA
1986	F       	68000	51	MED     	SOL     	24	88	SANTIAGO        	0	1700000	0	0	30	0	0	1	80	SI	NO PAGA
1987	F       	1000000	28	UNV     	CAS     	44	173	TALCA           	0	2600000	0	0	18	0	0	1	24	NO	NO PAGA
1988	M       	700000	52	MED     	CAS     	31	119	SANTIAGO        	0	210062	0	0	155	0	0	1	26	NO	PAGA
1989	M       	2086000	53	UNV     	CAS     	98	88	SANTIAGO        	0	550000	0	1192272	3085	0	7396	1	80	NO	PAGA
1990	M       	750000	28	TEC     	CAS     	48	98	SANTIAGO        	755423	317838	0	500000	1004	0	99	1	27	SI	PAGA
1991	M       	571000	45	MED     	CAS     	82	80	SANTIAGO        	0	87203	0	0	494	11	0	2	18	NO	PAGA
1992	M       	674000	44	UNV     	CAS     	31	119	SANTIAGO        	0	1631228	0	1015374	302	0	2928	2	11	NO	PAGA
1993	F       	65000	50	MED     	SOL     	38	93	SANTIAGO        	2246139	465571	0	1576637	3439	0	17463	1	36	SI	NO PAGA
1994	F       	7400000	44	UNV     	CAS     	102	90	SANTIAGO        	740362	0	0	147286	862	18	42	1	32	NO	PAGA
1995	F       	450000	51	MED     	CAS     	91	279	PANGUIPULLI     	0	181015	0	250000	196	0	256	1	17	NO	NO PAGA
1996	M       	7820000	43	UNV     	CAS     	55	90	SANTIAGO        	0	126771	0	0	432	26	6	1	44	NO	PAGA
1997	M       	5020000	44	UNV     	CAS     	31	119	SANTIAGO        	1038254	3009	550000	273464	1461	0	880	2	11	NO	PAGA
1998	M       	1100000	40	UNV     	CAS     	138	1	ARICA           	0	489829	0	0	10	0	0	1	51	NO	PAGA
1999	M       	550000	40	BAS     	CAS     	47	291	PUERTO MONTT    	0	1000000	0	0	274	0	406	2	12	NO	NO PAGA
2000	M       	1296000	50	UNV     	SOL     	138	1	ARICA           	3308393	48878	0	1532139	5568	0	1825	3	10	NO	PAGA
2001	M       	84000	53	MED     	CAS     	55	90	SANTIAGO        	0	151985	0	1365905	550	0	1419	2	80	NO	PAGA
2002	M       	1200000	39	TEC     	CAS     	42	31	COQUIMBO        	3788129	512102	0	412983	4116	9	420	1	17	SI	NO PAGA
2003	F       	630000	46	TEC     	SOL     	71	326	PUNTA ARENAS    	0	238008	0	0	11	0	0	1	23	NO	NO PAGA
2004	F       	70000	42	TEC     	SOL     	103	115	SANTIAGO        	0	339880	0	323534	58	7	358	1	35	SI	NO PAGA
2005	F       	63000	29	TEC     	SOL     	37	88	SANTIAGO        	0	500000	0	24763	341	0	239	1	19	SI	NO PAGA
2006	F       	2614000	53	TEC     	CAS     	85	88	SANTIAGO        	0	2563919	0	0	179	0	10593	1	80	NO	NO PAGA
2007	M       	1000000	47	UNV     	SOL     	138	1	ARICA           	3715777	172528	0	300000	4228	0	306	1	8	NO	PAGA
2008	M       	750000	35	TEC     	SOL     	16	89	SANTIAGO        	0	490455	0	0	48	13	225	1	33	NO	NO PAGA
2009	M       	540000	46	MED     	CAS     	138	1	ARICA           	0	498910	0	103769	1569	0	0	2	6	NO	PAGA
2010	F       	57700	37	MED     	SOL     	70	261	VILLARRICA      	293074	500000	0	0	0	2	0	0	17	SI	NO PAGA
2011	M       	600000	41	MED     	CAS     	126	110	SANTIAGO        	0	400000	0	0	0	0	41	1	20	SI	PAGA
2012		442000	28	TEC     	CAS     	27	226	CONCEPCION      	0	600000	0	301688	0	0	31	1	12	NO	PAGA
2013	F       	8800000	34	TEC     	VIU     	101	87	SANTIAGO        	1024103	1000000	0	0	1107	0	0	1	9	NO	NO PAGA
2014	M       	720000	49	UNV     	SOL     	138	1	ARICA           	0	450000	0	159425	96	6	102	1	25	NO	PAGA
2015	M       	9700000	42	MED     	CAS     	73	89	SANTIAGO        	0	440125	0	400000	2880	0	388	2	32	NO	PAGA
2016	F       	500000	56	TEC     	CAS     	73	89	SANTIAGO        	0	325889	0	0	2	0	30	1	17	NO	NO PAGA
2017	F       		33	TEC     	SOL     	52	67	VINA DEL MAR    	1758007	0	0	295846	1758	0	302	1	20	NO	NO PAGA
2018	F       	5500000	35	TEC     	SOL     	13	16	ANTOFAGASTA     	0	1000000	0	0	45	71	0	3	60	NO	NO PAGA
2019	F       	45000	50	TEC     	SEP     	72	22	COPIAPO         	0	1650000	0	1149472	0	0	1858	0	48	SI	NO PAGA
2020	F       	6040000	31	TEC     	SOL     	76	91	SANTIAGO        	1290772	500000	0	0	3729	26	6460	1	13	NO	NO PAGA
2021	F       	605000	42	MED     	SOL     	48	89	SANTIAGO        	0	0	0	2000000	0	0	5983	0	25	NO	NO PAGA
2022	M       	500000	49	TEC     	CAS     	138	1	ARICA           	0	300000	0	3011664	0	0	2611	1	17	NO	PAGA
2023	F       	630000	46	UNV     	CAS     	31	119	SANTIAGO        	0	213792	0	500000	303	0	1528	1	23	NO	PAGA
2024	M       	800000	48	UNV     	CAS     	138	87	SANTIAGO        	0	-288450	0	500000	7	0	516	1	40	NO	PAGA
2025	F       	600000	54	UNV     	VIU     	16	89	SANTIAGO        	0	1150000	0	0	239	0	0	1	13	SI	NO PAGA
2026	F       	8500000	29	TEC     	CAS     	40	67	VINA DEL MAR    	0	238499	0	0	308	0	0	1	17	NO	NO PAGA
2027	F       	468000	31	TEC     	SOL     	47	66	VALPARAISO      	0	68025	0	291597	86	0	127	1	18	SI	NO PAGA
2028	M       	686000	43	UNV     	CAS     	132	105	SANTIAGO        	0	300000	0	217189	1306	0	222	1	15	SI	PAGA
2029	M       	9600000	44	UNV     	CAS     	18	89	SANTIAGO        	0	485687	0	62502	377	0	205	1	22	SI	PAGA
2030	F       	6390000	40	TEC     	SOL     	55	89	SANTIAGO        	0	500000	0	500000	639	0	525	1	21	NO	NO PAGA
2031	M       	756000	53	TEC     	SOL     	127	104	SANTIAGO        	0	412016	0	0	175	0	0	2	34	NO	PAGA
2032	F       	7000000	40	MED     	VIU     	75	516	LLO-LLEO        	0	650000	0	0	0	0	2	0	31	NO	NO PAGA
2033	M       	1800000	40	UNV     	CAS     	53	92	SANTIAGO        	0	224911	0	16506	3189	29	786	2	77	NO	PAGA
2034	F       	470000	37	UNV     	CAS     	90	80	SANTIAGO        	746916	272710	0	174251	1374	0	33	1	6	NO	PAGA
2035	M       	494000	47	MED     	CAS     	138	1	ARICA           	0	447361	0	0	157	3	0	1	16	NO	PAGA
2036	F       	5490000	36	MED     	VIU     	121	227	TALCAHUANO      	0	500000	0	0	762	0	9	1	80	NO	NO PAGA
2037	M       	946000	46	UNV     	CAS     	54	89	SANTIAGO        	0	633701	0	549435	0	36	0	1	41	NO	PAGA
2038	M       	1129000	50	UNV     	SOL     	108	80	SANTIAGO        	0	291532	0	749653	4783	0	3134	2	9	NO	PAGA
2039	M       	850000	28	UNV     	SOL     	96	115	SANTIAGO        	0	1237000	0	0	113	0	0	1	31	NO	NO PAGA
2040	M       	922000	41	UNV     	SEP     	138	1	ARICA           	370247	758424	0	619198	750	3	662	2	35	NO	PAGA
2041	F       	527000	28	MED     	CAS     	68	213	LOS ANGELES     	0	161200	0	0	88	0	210	1	20	NO	NO PAGA
2042	F       	1860000	48	MED     	CAS     	52	86	SANTIAGO        	0	1018931	0	0	816	0	0	1	80	NO	NO PAGA
2043	F       	7560000	34	TEC     	SOL     	27	227	TALCAHUANO      	0	0	0	92191	0	0	94	0	42	NO	NO PAGA
2044	M       	600000	44	MED     	CAS     	10	5	IQUIQUE         	0	600000	0	0	15	0	0	1	18	NO	NO PAGA
2045	F       	2605000	50	MED     	CAS     	13	16	ANTOFAGASTA     	0	1326136	0	0	4128	0	123364	2	80	NO	NO PAGA
2046	M       	2279000	40	UNV     	CAS     	138	1	ARICA           	4373067	1000000	0	966131	6833	0	987	2	69	NO	PAGA
2047	M       	800000	47	UNV     	CAS     	48	87	SANTIAGO        	0	800000	0	0	460	0	0	1	32	NO	PAGA
2048	F       	750000	33	MED     	SOL     	124	253	TEMUCO          	0	500000	0	850000	1631	0	3603	1	22	NO	NO PAGA
2049	F       	442000	50	MED     	CAS     	138	1	ARICA           	0	600000	0	301688	0	0	31	1	12	NO	PAGA
